external_parent_id,chunk_id,chunk_index,queue_category,vertical,interaction_type,issue_type,escalation,answer_status,question_en,question_ar,has_embedding,chunk_text
339,026df37d8aa85554ba6bc9da56995357,0,halan,Commerce,Request,Non-Technical Issue,No,ok,Change the delivery time,عميل يريد تغيير ميعاد الاستلام,yes,"Vertical: Commerce | Type: Request | Issue: Non-Technical Issue | Escalation: No

Question EN: Change the delivery time
Question AR: عميل يريد تغيير ميعاد الاستلام

Script:
عميل يريد تغيير ميعاد الاستلام:
Commerce <- Request <- Change the delivery time -Escalation: No
تم تقديم طلب حضرتك لفريق التوصيل وسيتم التواصل معك لتنسيق ميعاد التسليم في خلال ساعتين .. هفتح تيكيت Validation Logistics للوجستكس تيم."
351,eb1e7425d3a35f638989767b2900fcfa,0,halan,CF,Inquiry,Non-Technical Issue,No,ok,Branches Addresses,عميل بيسأل علي فرع مشروعي او تساهيل,yes,"Vertical: CF | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Branches Addresses
Question AR: عميل بيسأل علي فرع مشروعي او تساهيل

Script:
*عميل بيسأل على فرع مشروعى / تساهيل:
تقدر توضح للعميل المواعيد الخاصة بالفروع وتوضيح عنوان اقرب فرع للعميل من خلال شيت الفروع."
355,f57fce3d946e5cda84c1ddc665539bdc,0,halan,CF,Complain,Technical Issue,Yes,ok,Unable to purchase a specific product,عميل لا يستطيع شراء منتج محدد معين,yes,"Vertical: CF | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Unable to purchase a specific product
Question AR: عميل لا يستطيع شراء منتج محدد معين

Script:
* عميل لا يستطيع شراء منتج محدد/معين:
CF -> Complaint -> Technical -> Unable to purchase a specific product
Escalation : Yes
عميل لا يستطيع شراء منتج محدد / معين
Admin Tool
براجع مع العميل اخر اربع ارقام من البطاقة
لو العميل ظهرلي انه Blocked
لو المبلغ كافي لشراء منتج واكثر من 500 جلية
- انترنت /GPS - تسجيل خروج ودخول مرة ثانية - تحديث التطبيق
يوضح للعميل يرجع للفرع لأن دة بيكون من جانب الإدارة الانتهائية
والمشكلة الحلت (NO)
لو المشكلة لسة موجودة (Yes)
Escalation needed: (NO)"
356,e96be1b7ad3d5cbab2c544211e09e8b6,0,halan,CF,Complain,Technical Issue,Yes,ok,Limit didnt appear on the app,شكوى عميل من عدم ظهور الحد الائتماني على التطبيق,yes,"Vertical: CF | Type: Complain | Issue: Technical Issue | Escalation: Yes

Question EN: Limit didnt appear on the app
Question AR: شكوى عميل من عدم ظهور الحد الائتماني على التطبيق

Script:
شكوى عميل من عدم ظهور الحد الائتمانى على التطبيق:
CF -> Complaint -> Technical -> Limit didn't appear on the app
Escalation: Yes
شكوى عميل من عدم ظهور الحد الائتماني على التطبيق
Admin Tool ""Consumer Finance Info""
لو المبلغ ظاهرى على Admin Tool مراجع معاد أخر اربع ارقام من البطاقة
لو المبلغ مش طاهرلى على Admin Tool
يوضح للعميل انه ليس لدية حد الثماني ويقدر يقدم على طلب حد التمائى لو مش مقدم
تر العميل محطور وظهرفى كلمة RELEASE LOCK
لو العميل عش محظور
(NO)
- انترنت - تسجيل خروج ودخول مره ثانية - يتأكد إن الرقم القومي صح
باك الحظر للعميل
لو المشكلة لسة موجودة (Yes)
لو المشكلة الحات (NO)
(NO)
ملحوظة :- المبلغ اللي ظاهر للعميل على التطبيق هودة المبلغ اللي متاح للاستخدام بدون أى شرط بحد أدنى 500 جنية"
357,d684c2b5ac3659f099eb9659fd69497c,0,halan,CF,Complain,Non-Technical Issue,Yes,ok,Login issue (Forgot password),تاجر يواجه مشكلة في تسجيل الدخول,yes,"Vertical: CF | Type: Complain | Issue: Non-Technical Issue | Escalation: Yes

Question EN: Login issue (Forgot password)
Question AR: تاجر يواجه مشكلة في تسجيل الدخول

Script:
*تاجر يواجه مشكلة فى تسجيل الدخول:
Halan <- Complaint <- Non-Technical <- Login issue (Forgot password)
غير متذكر كلمة المرور
1
بسأله على Username والرقم المكود به معنا
2
يقدم طلب لإعادة ضبط الرقم السري وبيتم التواصل خلال 24 ساعة عمل.
-Escalation :Yes
مشكله في تسجيل الدخول
بيستخم تطبيق التجار
بيستخدم الموقع (Website)
1
1
تأكد من توصيل الانترنت
تأكد من توصيل الانترنت
2
2
تاكد من تنزيل اخر تحديث للتطبيق
تاكد من تنزيل اخر تحديث للتطبيق
3
في حالة استمرار المشكله .. بيتم تقديم طلب للدعم الفني وبسأله على Username والرقم المكود به معنا
-Escalation :Yes"
363,791786c26a49531e906956aa817e5f05,0,halan,CF,Inquiry,Technical Issue,Yes,ok,Inquiry about statement details,تاجر يستفسر عن كشف حسابه,yes,"Vertical: CF | Type: Inquiry | Issue: Technical Issue | Escalation: Yes

Question EN: Inquiry about statement details
Question AR: تاجر يستفسر عن كشف حسابه

Script:
*
• تاجر يستفسر عن كشف حسابه
CF <- Inquiry <- Inquiry about statement details
1 - حضرتك تقدر تدخل علی الابلکیشن باسم المستخدم وكلمة المرور الخاصة بیك.
2 - وتختار ايقونة المعاملات وتکتب المدة اللي حضرتك تريد الاستعلام عنها.
3 - وتضغط بحث وسیتم اظهار كشف الحساب للمده المختارة.
1
|+ تسجيل الخروج الأحد، ٢٩ يناير ٢٠٢٣ لوحة التحكم
عملية شراء جديدة
U =
ادخل الرقم القومي للعميل. واحسب قيمة الأقساط لإتمام عملية الشراء
الرقم القومى
تحقق
<
٧
إضافة عميل جديد
2
٢ - تسجل الحروب
المعاملات
2022-06-01
بيت
المبالغ المستحق
نسبة الخصم
المبلغ التمويني
المقدم
اسم العميل
إجمالي المبلغ المستحق خلال الفترة المحددة
اسم العميل
لمدار
المبلغ
ـية
أجهزة منزلية-مسافات
30/11/2022
مخصـ
33.0
14444
اموز+ منزابا سطلات
M4
عبد الحميد
1901.2
أجهزة منزلية
٠
عدد الحاج
2023-41-29
2022-04-01
التسوية مع
رقم المعاملة
تاريخ المعاملة
المعاملات
التسوية مو داد
أكرم المعاملة
رقم المحاماة
السيد
30/11/2022
أجهزة منزلية ندبات
القرى
2023-01-29 -"
365,24ae5b763d7b5400ab387aedd9d6df22,0,halan,CF,Request,Non-Technical Issue,Yes,ok,Requesting Marketing materials,تاجر يريد عمل دعاية عن طريق لافتة –لوجو,yes,"Vertical: CF | Type: Request | Issue: Non-Technical Issue | Escalation: Yes

Question EN: Requesting Marketing materials
Question AR: تاجر يريد عمل دعاية عن طريق لافتة –لوجو

Script:
* تاجر يريد عمل دعاية عن طريق لافتة -لوجو:
CF <- Request <- Requesting Marketing materials
Escalation : Yes
سيتم إرسال طلب حضرتك وسيتم التواصل مع حضرتك فى خلال 48 ساعة عمل"
366,62ee08faa53554feac7414ec16a4f650,0,halan,Commerce,Complain,Non-Technical Issue,Yes,ok,Vendor cant return the product,تاجر لا يستطيع استرجاع منتج,yes,"Vertical: Commerce | Type: Complain | Issue: Non-Technical Issue | Escalation: Yes

Question EN: Vendor cant return the product
Question AR: تاجر لا يستطيع استرجاع منتج

Script:
* تاجر لا يستطيع استرجاع منتج:
Commerce <- Complaint <- Non-Technical <- Vendor can't return the product
حضرتك بتكتب الرقم القومي الخاص بالعميل وسيتم ظهور خانتين (عملية جديدة - استرجاع معاملة).
سيتم الضغط على استرجاع معاملة: (مع العلم ان خانة استرجاع معاملة بتظهر للتاجر من تاريخ الشراء الى 7 ايام فقط) ٠
-Escalation :No
• في حالة عدم ظهور خانة استرجاع معاملة: تم تقديم طلب لحضرتك وسيتم التواصل مع حضرتك في خلال 48 ساعة عمل .
Escalation :Yes
سيتم التوضيح في التكت
- رقم الهاتف الخاص بالعميل
- سبب استرجاع المنتج
- رقم الهاتف الخاص بالتاجر المسجل به معنا"
373,72fa089ee92b5cfea90e36b90d715346,0,halan,Pay,Complain,Non-Technical Issue,No,ok,"Wallet issue , Fraud case","شكوى عميل بأنه تعرض لعملية نصب , استفسار عميل عن سبب ايقاف حسابه",yes,"Vertical: Pay | Type: Complain | Issue: Non-Technical Issue | Escalation: No

Question EN: Wallet issue , Fraud case
Question AR: شكوى عميل بأنه تعرض لعملية نصب , استفسار عميل عن سبب ايقاف حسابه

Script:
* شكوى عميل بأنه تعرض لعملية نصب - استفسار عميل عن سبب ايقاف حسابه
Pay <- Complaint <- Financial <- Wallet issue :Fraud case
Escalation: No
(Ctrl) -
في حالة عميل استقبل مكالمة من شخص محتال /نصاب وطلب منه عمل ايداع لشركة حالا وبالفعل قام بعمل ايداع وأبلغه
العميل بكود التفعيل الخاص به .
انا بعتذر لحضرتك جدا على الموقف اللي حضرتك اتعرضتله بس حابب اوضح لحضرتك مشاركة كود التفعيل الخاص بك مع اى شخص اخرممكن تعرض حضرتك لعمليات نصب حيث يعتبر الكود سرى جدا وخاص بحضرتك فقط ولا يجب مشاركته مع اى حد.
حضرتك ممكن من خلال التطبيق تعرف كل المعاملات المالية اللى تمت.
لو المبلغ مازال موجود في محفظة العميل والعميل بيتواصل معنا من نفس الرقم: سيتم غلق الحساب وبعد فترة ممكن حضرتك تشرفنا بالاتصال مرة اخري لفتح الحساب حتى نتمكن من الحفاظ على مبلغ حضرتك وتقدر تستخدم المبلغ في أي خدمة دفع متاحة على التطبيق. ( لازم العميل بيكون بيكلمنا من نفس الرقم)."
374,548398f2000d5ccd8e714600d565269c,0,halan,Pay,Inquiry,Non-Technical Issue,No,ok,Inquiry about How to pay installment using credit or debit card,استفسار بخصوص تفاصيل وحالة أخر عملية دفع من خلال بطاقة الائتمان,yes,"Vertical: Pay | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about How to pay installment using credit or debit card
Question AR: استفسار بخصوص تفاصيل وحالة أخر عملية دفع من خلال بطاقة الائتمان

Script:
* استفسار بخصوص تفاصيل وحالة أخر عملية دفع من خلال بطاقة الائتمان:
Pay <- Inquiry <- Inquiry about How to pay installment using credit or debit card
يمكنك الدخول على المعاملات السابقة من خلال التطبيق
وفي حالة اصرار العميل على معرفة المعاملة السابقة : سيتم توضيح التفاصيل. "" ولابد من تواصل العميل بنفس الرقم المسجل به ""
نقوم ب اختيار بطاقة الائتمان من خلال ال Admin Tool مع نوع المعاملة CF بالتقسيط لمعرفة المعاملات التي قام بها المستخدم لدفع أقساطه باستخدام بطاقة الائتمان هي:"
375,ecb8909abc4453e4aff8eb92b410cb70,0,halan,Pay,Complain,Non-Technical Issue,No,ok,Credit or Debit payment Failed,شكوى العميل بخصوص فشل عمليه دفع ببطاقة الائتمان,yes,"Vertical: Pay | Type: Complain | Issue: Non-Technical Issue | Escalation: No

Question EN: Credit or Debit payment Failed
Question AR: شكوى العميل بخصوص فشل عمليه دفع ببطاقة الائتمان

Script:
شكوى العميل بخصوص فشل عملية دفع ببطاقة الائتمان
Pay <- Complaint <- Technical <- Credit or Debit payment Failed
يعتذر لحضرتك على المشكلة , هقوم بمراجعة الحساب الخاص بيك لمعرفة سبب المشكلة
ولابد من تواصل العميل بنفس الرقم المسجل به
نقوم ب اختيار بطاقة الائتمان من خلال ال Admin Tool مع نوع المعاملة CF بالتقسيط لمعرفة المعاملات التي قام بها المستخدم لدفع أقساطه باستخدام بطاقة الائتمان هي:
فشل الدفع (Payment Failed): فشل الدفع ببطاقة الائتمان ولم يتم تسوية القسط
- واضح من خلالى يا فندم أن للأسف عملية الدفع فشلت وبالتالى ما ظهرتش في الحساب الخاص بحضرتك ، برجاء إعادة المحاولة مرة أخري من خلال التطبيق""
فشلت التسوية (Settlement Failed): نجحت عملية الدفع ببطاقة الائتمان، ولكن لم يتم إجراء التسوية
-""واضح من خلالى يا فندم أن عملية الدفع بالبطاقة نجحت بس ما حصلش تسوية على الحساب هيتم عمل شكوي لحضرتك وحلها فى خلال 24 ساعه""
نجحت التسوية (Settlement Success): نجحت عملية الدفع ببطاقة الائتمان وتم إجراء التسوية -""واضح من خلالى يا فندم أن عملية الدفع ببطاقة الائتمان نجحت وان عملية التسوية على الحساب تمت بشكل سليم»
رد عملية الدفع ببطاقة الائتمان (Payment Refunded): تم الدفع بنجاح ثم تم ردها لبطاقة الائتمان بنجاح
-""واضح من خلالى يا فندم أن عملية الدفع ببطاقة الائتمان نجحت وان رد المبلغ للبطاقة تم بشكل سليم""
فشل استرداد المبلغ (Refund Failed): نجحت عملية الدفع ببطاقة الائتمان وتم ردها للبطاقة، ولكن حدث فشل في الاسترداد.
-""واضح من خلالى يا فندم أن عملية الدفع ببطاقة الائتمان نجحت وان رد المبلغ للبطاقة للأسف فشل وبالتالي هقدم لحضرتك شكوى للقسم المختص وهيتم الرد بحلها فى خلال 24ساعه ""
Action Log
Transaction History
GE
Transaction Type* CF Installments
Payment Method ""
End Date"" 11/20/2023
Transaction
Payment Miershod
Hobile Number
Statur
Amount
Fees
Amount
Transaction Date
Trermaction Refrence
Start Date 11/01/2023
Credit Card
Transaction
0-0 of 0
Rows per page: 10w"
376,8bc8ede48b375a418282a1c596baf0b6,0,halan,Pay,Complain,Non-Technical Issue,No,ok,failed transaction-cst side issue,استفسار عميل عن عدم إتمام أي من خدمات دفع حالا,yes,"Vertical: Pay | Type: Complain | Issue: Non-Technical Issue | Escalation: No

Question EN: failed transaction-cst side issue
Question AR: استفسار عميل عن عدم إتمام أي من خدمات دفع حالا

Script:
* استفسار عميل عن عدم إتمام أى من خدمات دفع حالا
Pay <- Complaint <- Financial <- failed transaction-cst side issue Escalation: No
• في حالة رصيد العميل لا يكفي لإتمام العملية: بعتذر جدا لحضرتك واضح قدامى رصيدك في المحفظة لا يكفي لإتمام العملية.
• في حالة عميل يدخل البيانات المطلوبة بشكل خطأ: استأذنك تتدخل البيانات المطلوبة بشكل صحيح مثل رقم الاشتراك ورقم الموبايل ولا يتم التوضيح الرقم للعميل إلا إذا كان متصل من نفس الرقم.
*الحد الشهرى والحد اليومى :
لا يوجد حد شهري او یومي لدفع الفواتیر."
378,bb33051938e65291958f9ad1cf3ab314,0,halan,General,Inquiry,Non-Technical Issue,No,ok,Tasaheel WhatsApp,رقم الواتساب الخاص بتساهيل,yes,"Vertical: General | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Tasaheel WhatsApp
Question AR: رقم الواتساب الخاص بتساهيل
Notes: حضرتك تقدر تبعتهالنا علي رقم الواتساب 01050573090
Body: حضرتك تقدر تبعتهالنا علي رقم الواتساب 01050573090

Script:
01050573090"
379,8059cc5f6162538693dd787672474815,0,halan,Pay,Inquiry,Non-Technical Issue,No,ok,Inquiry about previous Transaction,عميل يستفسر عن معاملة سابقة قام بها,yes,"Vertical: Pay | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about previous Transaction
Question AR: عميل يستفسر عن معاملة سابقة قام بها

Script:
*
عميل يستفسر عن معاملة سابقة قام بها:
Pay <- Inquiry <- How to check previous Transaction
يمكنك الدخول على المعاملات السابقة من خلال التطبيق
وفي حالة اصرار العميل على معرفة المعاملة السابقة :
سيتم التوضيح له التفاصيل
"" ولابد من تواصل العميل بنفس الرقم المسجل به ""
= حالا
0.0 *
Radwan
01063325515
بيانات حسابي
<
٥ محفظتي
٥٥ المعاملات السابقة <
٧
٣ طلباني السابقة
<
العناوين المسجلة
الإعدادات
8 تعديل بياناتي الشخصية <
٢ الشروط والأحكام
<
لغة التطبيق
<"
384,dc86cffe6a8a51089f043e12c47b7c0b,0,halan,Pay,Complain,Non-Technical Issue,Yes,ok,Salary lending service is disable,شكوى أخصائي من ايقاف خدمة الراتب المبكر,yes,"Vertical: Pay | Type: Complain | Issue: Non-Technical Issue | Escalation: Yes

Question EN: Salary lending service is disable
Question AR: شكوى أخصائي من ايقاف خدمة الراتب المبكر

Script:
شكوى أخصائى من ايقاف خدمة الراتب المبكر: *
Pay <- Complaint <- Non-Technical <- Salary lending service is disable
-Escalation:No
حل المشكلة عن طريق الرجوع الي قسم الموارد البشريه الخاصه بشركته."
387,fee77a8df26051f5a465486e36c9c1e0,0,halan,Pay,Inquiry,Non-Technical Issue,No,ok,How to pay a bill,أخصائي يستفسر عن كيفية دفع فاتورة,yes,"Vertical: Pay | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: How to pay a bill
Question AR: أخصائي يستفسر عن كيفية دفع فاتورة

Script:
* أخصائى يستفسر عن كيفية دفع فاتورة
Pay <- Inquiry <- How to pay a bill
فى حالة ان الأخصائى لم ينشئ حساب في حالا: استأذنك تنزل التطبيق وحضرتك تقدر تشحن فاتورة من خلاله
شحن اتصالات
٨
٨
موبايل وإنترنت
٨
ـحالا
استخدم رقمي المسجل
فيتذ إنترنت
ارضوماك خدمات الدفع
في 01112235540
موبايل
فتة مجال والكليات
(٢) طاعات طبية
المالات
١٦ خط أرضى
خدمات الدفع
فاتورة اتصالات
مشور ماد عروض من خالد
عبى لكل؟
شحن اتصالات
البالى الضريبة
طائلة فييتي الجميلة سعلت LE٥ مشتر
4140 جيد الجسدية
شحن الصالات ٨
تفاصيل الفاتورة
وراء درازعة التفاصيل التالية قبل الاستعراض
شحن الحالات
D
رقم المجان
سا جليه
الشاعر الغراء القمة
محفظة حاط
طريقة المشي
البيت العملية رقم: 503719529756 بواسريع في داخلي
نظيف الخطة
سط جنيه
تمر الدفع من خلال
طريقة الدفع
محفظة ماط
ثم
ثم إضافة 5 قرعة على عمله الحياة صالحة لمدة ٥ أيام كلم
تفاصيل الفاتورة
لقاء مرجمة المستحيل التالية قبل السعدي
31
سكر ويحكت
● رقم اخر
الحالات"
388,8d490eebeeb0504d8361f7c7f5ff588f,0,halan,Pay,Inquiry,Non-Technical Issue,No,ok,How to check the previous transactions,أخصائي يستفسر عن كيفية الدخول على المعاملات السابقة,yes,"Vertical: Pay | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: How to check the previous transactions
Question AR: أخصائي يستفسر عن كيفية الدخول على المعاملات السابقة

Script:
* أخصائى يستفسر عن كيفية الدخول على المعاملات السابقة
Pay <- Inquiry <- How to check the previous transactions
يمكنك الدخول على المعاملات السابقة من خلال
= حالا
0.0 *
Radwan
01063325515
بيانات حسابي
<
٥ محفظتي
50 المعاملات السابقة <
٣ طلباني السابقة
العناوين المسجلة
<
الإعدادات
8 تعديل بياناتي الشخصية <
® الشروط والأحكام
<
لغة التطبيق
٧"
389,58636917368b556d8f2d56dae5e8baf7,0,halan,Pay,Inquiry,Non-Technical Issue,No,ok,Inquiry about the LO bill payment service process,أخصائي يستفسر عن خدمة شحن الفواتير من خلال برنامج الأخصائي,yes,"Vertical: Pay | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about the LO bill payment service process
Question AR: أخصائي يستفسر عن خدمة شحن الفواتير من خلال برنامج الأخصائي

Script:
* أخصائى يستفسر عن خدمة شحن الفواتير من خلال برنامج الأخصائي
Pay <- Inquiry <- Inquiry about the LO bill payment service process
* حضرتك بتحمل تطبيق حالاً وإنشاء حساب جديد. وحضرتك بتتدفع فاتورة أو بتشحن رصيد لتجربة الخدمة.
حضرتك بتعرف المبلغ الذى تقوم بتسديده عندما تجد الرصيد اقل من ١٥٠٠ وهو ما يجب عليك تسديده بالكامل للصراف ويمكنك إستعمال الخدمة إلى أن يصل الحساب الى 0 أول ما يتم سداد المبلغ للصراف سيتم رجوع الرصيد إلى ١٥٠٠.
* اذا لم يتم التسديد الفوري، سيتم خصم المبلغ بالكامل من مرتبك الشهر القادم + المصاريف الإدارية لذلك يجب عمل تسوية مع الصراف كل ٣ أيام عمل.
؟ تستطيع حضرتك القيام بعدد لانهائي من عمليات الشحن طالما يقوم بالتسديد أول بأول.
العمولة بتنزل يوم 5 من كل شهر عند تحقيق مستهدف 2000 جنيه. وبتنزل لحضرتك على التطبيق فيمكن الاستفادة منها لشحن أكترو العمولة تحتسب 20 % من تكاليف الخدمة. وهي متغيرة من خدمة لأخرى."
390,4ec7c3f52bd6523da605e6632defde26,0,halan,Pay,Request,Non-Technical Issue,Yes,ok,Wants to Activate the LO bill payment service,أخصائي يريد تفعيل  تنشيط خدمة شحن الفواتير من خلال برنامج الأخصائي,yes,"Vertical: Pay | Type: Request | Issue: Non-Technical Issue | Escalation: Yes

Question EN: Wants to Activate the LO bill payment service
Question AR: أخصائي يريد تفعيل  تنشيط خدمة شحن الفواتير من خلال برنامج الأخصائي

Script:
* أخصائى يريد تفعيل / تنشيط خدمة شحن الفواتير من خلال برنامج الأخصائى
Pay <- Request <- Wants to Activate the LO bill payment service
Escalation:Yes
تم تقديم طلب حضرتك وسيتم تفعيل الخدمة في أقرب وقت ممكن."
391,8b8a62f994ee582682a9fe5b5c960300,0,halan,Pay,Request,Non-Technical Issue,No,ok,Wants to deactivate the LO bill payment service,أخصائي يريد إيقاف خدمة شحن الفواتير من خلال برنامج الأخصائي,yes,"Vertical: Pay | Type: Request | Issue: Non-Technical Issue | Escalation: No

Question EN: Wants to deactivate the LO bill payment service
Question AR: أخصائي يريد إيقاف خدمة شحن الفواتير من خلال برنامج الأخصائي

Script:
* أخصائى يريد إيقاف خدمة شحن الفواتير من خلال برنامج الأخصائى
Pay <- Request <- Wants to deactivate the LO bill payment service
-Escalation:No
ممكن اعرف هل في أي مشكلة بتقابل حضرتك؟ (هيتم مساعدة العميل)
حضرتك مش محتاج تلغى الخدمة لانى الخدمة مجانا ولما تحتاج تستخدمها هتكون متاحة للاستخدام."
393,be3a29f8c7a85389a9e943bd71a1a89c,0,halan,Pay,Request,Non-Technical Issue,Yes,ok,Wants to Activate the LO bill payment service,صراف يريد تفعيل  تنشيط خدمة شحن الفواتير,yes,"Vertical: Pay | Type: Request | Issue: Non-Technical Issue | Escalation: Yes

Question EN: Wants to Activate the LO bill payment service
Question AR: صراف يريد تفعيل  تنشيط خدمة شحن الفواتير

Script:
* صراف يريد تفعيل / تنشيط خدمة شحن الفواتير
Pay <- Request <- Wants to Activate the LO bill payment service
Escalation:Yes
تم تقديم طلب ولو في امكانية سيتم تفعيل - تنشيط الخدمة في خلال 48 ساعة عمل ."
394,1a4f8b1f98a25f74b58e5adb5d35dd12,0,halan,Pay,Inquiry,Non-Technical Issue,No,ok,Inquiry about the LO bill payment service process,صراف يستفسر عن خدمة شحن الفواتير من خلال برنامج الأخصائي,yes,"Vertical: Pay | Type: Inquiry | Issue: Non-Technical Issue | Escalation: No

Question EN: Inquiry about the LO bill payment service process
Question AR: صراف يستفسر عن خدمة شحن الفواتير من خلال برنامج الأخصائي

Script:
* صراف يستفسر عن خدمة شحن الفواتير من خلال برنامج الأخصائى
Pay <- Inquiry <- Inquiry about the LO bill payment service process
* حضرتك بتحمل تطبيق حالاً وإنشاء حساب جديد.
* ستجد خدمة تحويل الأموال إلى هتخليك تعرف تحول رصيد للأخصائيين إلى بيوردها في الفرع وتسليمها لك.
* يجب أن تقوم بمتابعة الرصيد السالب للأخصائيين فى فرعك وحتهم على التسديد أول بأول والعمولة حضرتك بتحتسب مع التوريد المعتاد الخاص بتساهيل.
* عليك التوجه إلى البنك لتوريد المبلغ كامل لحساب تساهيل وترسل صورة الإيصال المحاسبى شركة تساهيل زي ما بتورد فلوس تساهيل وتُخطر انها فلوس حالاً لان إذا لم يتم التسديد الفوري، سيتم خصم المبلغ بالكامل من مرتبك الشهر القادم + المصاريف الإدارية.
*كيفية استخدام خدمة التحويل المالي:
عند أول إستخدام للتحويل، سيتطلب خلق رقم سري، بعد ذلك سيستخدم هذا الرقم في أي تحويل
سيدي
تحويل مالي
تحويل مالي
الصر التحويق بنوكر
تحويلمالى
-----
ـحاف الوسط اله
اجمال كود الأمان لتنفيذ التحويق شطب المتر المصرية
عم الواق السؤال
ارسال السجال
3
العين وحق الأعلى
تعيين وحض الأعلى
تعيين رمز الأمان
تأكيد رمز الأمان
قرص من ٢ الكار المارة الملك
ادخل الكود المرسل اليك بواجمال عبد الباده الحبيب الى كم بدايات الصدر
ارسال الاموال
000000
1
تويمن الباد عبد الحبة تحديد
ايسل الحب
٠٠
خدمات الدفع
عين رمز الأعان الخاص بك سوف يقع أبطال الود فى الى كر معاك السط الصا فى :٥٠
P"
395,d2c4281a90595a9a9d90cc7e16abbf0e,0,halan,CF,Request,Non-Technical Issue,No,ok,Wants to deactivate the LO bill payment service,صراف يريد إيقاف خدمة شحن الفواتير,yes,"Vertical: CF | Type: Request | Issue: Non-Technical Issue | Escalation: No

Question EN: Wants to deactivate the LO bill payment service
Question AR: صراف يريد إيقاف خدمة شحن الفواتير

Script:
* صراف يريد إيقاف خدمة شحن الفواتير:
Pay <- Request <- Wants to deactivate the LO bill payment service
-Escalation:No
ممكن اعرف هل في اى مشكلة بتقابل حضرتك؟ ( هيتم مساعدة العميل )
حضرتك مش محتاج تلغى الخدمة لان الخدمة مجانا ولما تحتاج تستخدمها هتكون متاحة للاستخدام."
396,43df0bc12bd95e7f89c242947bf86d99,0,halan,CF,Complain,Financial Issue,No,ok,Wrong Deposit in wallet instead of CF installment,عميل قام بالإيداع فى المحفظة بدلآ من قسط الحد الائتماني,yes,"Vertical: CF | Type: Complain | Issue: Financial Issue | Escalation: No

Question EN: Wrong Deposit in wallet instead of CF installment
Question AR: عميل قام بالإيداع فى المحفظة بدلآ من قسط الحد الائتماني

Script:
* عميل قام بالإيداع فى المحفظة بدلاً من قسط الحد الائتمانى:
CF <- Complaint <- Financial <- Wrong Deposit in wallet instead of CF installment
Escalation:No
(Ctrl)
حضرتك تقدر تسدد القسط الخاص بيك عن طريق المحفظة و يتم توضيح الخطوات للعميل."
398,de127ba833965d378bdf1e8dd5b4f034,0,halan,Pay,Inquiry,Non-Technical Issue,Yes,ok,How to check the previous transactions,أخصائي لا يستطيع الدخول على المعاملات السابقة,yes,"Vertical: Pay | Type: Inquiry | Issue: Non-Technical Issue | Escalation: Yes

Question EN: How to check the previous transactions
Question AR: أخصائي لا يستطيع الدخول على المعاملات السابقة

Script:
* أخصائى لا يستطيع الدخول على المعاملات السابقة:
Pay -> Inquiry -> How to check the previous transactions
اخصائي لا يستطيع الدخول علي المعاملات السابقة
- ممكن تسجل خروج من التطبيق وتسجل دخول مره تانية - ممكن تحدث التطبيق
لو المشكلة اتحلت (NO)
لو المشكلة لسه موجودة (Yes)"
399,db1629e16b685dfa821da62c539d5772,0,halan,Pay,Complain,Financial Issue,Yes,ok,Specialist paid a bill and the bill hasnt paid,أخصائي قام بدفع الفاتورة ولم يتم دفع الفاتورة,yes,"Vertical: Pay | Type: Complain | Issue: Financial Issue | Escalation: Yes

Question EN: Specialist paid a bill and the bill hasnt paid
Question AR: أخصائي قام بدفع الفاتورة ولم يتم دفع الفاتورة

Script:
*أخصائى قام بدفع الفاتورة ولم يتم دفع الفاتورة:
Pay -> Complaint -> Financial -> Specialist paid a bill and the bill hasn't paid
أخصائي قام بدفع الفاتورة ولم يتم دفعها
Admin Tool
لو العملية Failed بوضح للأخصائي يرجع للشركة علشان يتأكد أدفعت اولا
لو العملية Success بوضح للأخصائي يرجع للشركة
Pending يضغط عليها
لو نجحت (NO)
لو فشلت (Yes)
لو بقت Success ببلغ العميل ان العملية تمت بنجاح
لو مازالت Pending
لو نجحت (NO)
لو فشلت (Yes)
(NO)
(Yes)
لو العملية مش ظهرالي علي Admin Tool بوضح للعميل يبعت اسكرين علي رقم الواتساب 01556003709 وبقدم طلب للعميل (Yes)"
